"","From","To","Type"
"6425","TCZ","ZUTC","Airport"
"6426","UKS","UKFB","Airport"
"6430","OAZ","OAZI","Airport"
"6431","JCI","KIXD","Airport"
"6433","HMR","ENHA","Airport"
"6437","MYV","KMYV","Airport"
"6448","LOT","KLOT","Airport"
"6451","OCA","07FA","Airport"
"6456","YUS","ZYLS","Airport"
"6460","HIA","ZSSH","Airport"
"6464","YOO","CYOO","Airport"
"6467","LHA","EDTL","Airport"
"6468","NYW","VYMY","Airport"
"6470","SGH","KSGH","Airport"
"6473","HEX","MDHE","Airport"
"6474","CDA","YCOO","Airport"
"6475","JAB","YJAB","Airport"
"6486","HGS","GFHA","Airport"
"6487","TOP","KTOP","Airport"
"6492","MQY","KMQY","Airport"
"6493","UOS","KUOS","Airport"
"6494","NGQ","ZUAL","Airport"
"6495","CSO","EDBC","Airport"
"6498","PWK","KPWK","Airport"
"6500","KLS","KKLS","Airport"
"6508","ZTA","NTGY","Airport"
"6524","PUE","MPOA","Airport"
"6525","KHC","UKFK","Airport"
"6541","AVW","KAVQ","Airport"
"6542","CGZ","KCGZ","Airport"
"6544","BXK","KBXK","Airport"
"6546","MMI","KMMI","Airport"
"6547","STK","KSTK","Airport"
"6548","RWL","KRWL","Airport"
"6552","CDW","KCDW","Airport"
"6553","AIZ","KAIZ","Airport"
"6560","TVI","KTVI","Airport"
"6561","HSH","KHND","Airport"
"6562","GML","UKKM","Airport"
"6567","TMA","KTMA","Airport"
"6591","RDO","EPRA","Airport"
"6592","DVT","KDVT","Airport"
"6595","YRV","CYRV","Airport"
"6596","FRG","KFRG","Airport"
"6605","ZHY","ZLZW","Airport"
"6612","MCL","PAIN","Airport"
"6614","PPC","PAPR","Airport"
"6615","KHW","FBKR","Airport"
"6617","TXG","RCLG","Airport"
"6624","HLG","KHLG","Airport"
"6631","XYE","VYYE","Airport"
"6633","XEG","KGST","Train"
"6638","DWC","OMDW","Airport"
"6639","RKP","KRKP","Airport"
"6641","MVV","LFHM","Airport"
"6644","AEB","ZGBS","Airport"
"6645","OKF","FYOO","Airport"
"6646","OKU","FYMO","Airport"
"6668","KOQ","EDCK","Airport"
"6675","PSH","EDXO","Airport"
"6683","TTD","KTTD","Airport"
"6684","HIO","KHIO","Airport"
"6689","KHT","OAKS","Airport"
"6692","NMT","VYNT","Airport"
"6697","BNO","KBNO","Airport"
"6698","PRZ","KS39","Airport"
"6699","RBL","KRBL","Airport"
"6700","NOT","KDVO","Airport"
"6701","LKV","KLKV","Airport"
"6702","OTK","KTMK","Airport"
"6703","ONO","KONO","Airport"
"6704","DLS","KDLS","Airport"
"6709","YTA","CYTA","Airport"
"6710","TSB","FYTM","Airport"
"6714","BNU","SSBL","Airport"
"6739","YCC","CYCC","Airport"
"6742","IZA","SDZY","Airport"
"6749","MVL","KMVL","Airport"
"6750","RBD","KRBD","Airport"
"6754","BXY","UAOL","Airport"
"6756","WST","KWST","Airport"
"6757","BID","KBID","Airport"
"6761","NME","PAGT","Airport"
"6762","OOK","PAOO","Airport"
"6771","VIN","UKWW","Airport"
"6778","ZGS","CTT5","Airport"
"6779","ZKG","CTK6","Airport"
"6780","YBI","CCE4","Airport"
"6782","WHP","KWHP","Airport"
"6783","MAE","KMAE","Airport"
"6785","YZZ","CAD4","Airport"
"6787","YAB","CJX7","Airport"
"6790","GSI","SOGS","Airport"
"6791","MPY","SOOA","Airport"
"6792","LDX","SOOM","Airport"
"6795","KJI","ZWKN","Airport"
"6796","CPB","SKCA","Airport"
"6797","HMB","HEMK","Airport"
"6798","RVY","SURV","Airport"
"6799","POJ","SNPD","Airport"
"6800","JTC","SJTC","Airport"
"6801","OIA","SDOW","Airport"
"6802","RDC","SNDC","Airport"
"6803","SXX","SNFX","Airport"
"6804","BYO","SJDB","Airport"
"6805","SXO","SWFX","Airport"
"6806","CFC","SBCD","Airport"
"6807","CAF","SWCA","Airport"
"6809","ERN","SWEI","Airport"
"6810","CCI","SSCK","Airport"
"6811","FBE","SSFB","Airport"
"6812","CFO","SJHG","Airport"
"6814","AAF","KAAF","Airport"
"6815","UMU","SSUM","Airport"
"6816","DTI","SNDT","Airport"
"6817","FBA","SWOB","Airport"
"6818","OLC","SDCG","Airport"
"6819","HUW","SWHT","Airport"
"6820","IRZ","SWTP","Airport"
"6821","ORX","SNOX","Airport"
"6822","UNA","SBTC","Airport"
"6827","TEF","YTEF","Airport"
"6828","GZP","LTGP","Airport"
"6836","FPR","KFPR","Airport"
"6838","PYM","KPYM","Airport"
"6839","NCO","KOQU","Airport"
"6841","OWD","KOWD","Airport"
"6842","BAF","KBAF","Airport"
"6844","MGJ","KMGJ","Airport"
"6845","HAR","KCXY","Airport"
"6847","DXR","KDXR","Airport"
"6849","LWM","KLWM","Airport"
"6850","OXC","KOXC","Airport"
"6855","RMG","KRMG","Airport"
"6856","GAD","KGAD","Airport"
"6858","WDR","KWDR","Airport"
"6860","DNN","KDNN","Airport"
"6863","LGC","KLGC","Airport"
"6866","PIM","KPIM","Airport"
"6869","GVL","KGVL","Airport"
"6875","HHH","KHXD","Airport"
"6880","MRN","KMRN","Airport"
"6883","TOC","KTOC","Airport"
"6889","PLV","UKHP","Airport"
"6893","WUU","HSWW","Airport"
"6894","HUE","HAHU","Airport"
"6895","OYL","HKMY","Airport"
"6896","OZG","GMAZ","Airport"
"6897","WYE","GFYE","Airport"
"6898","GBK","GFGK","Airport"
"6901","THX","UOTT","Airport"
"6902","TGP","UNIP","Airport"
"6903","AFW","KAFW","Airport"
"6909","RMK","YREN","Airport"
"6910","LGH","YLEC","Airport"
"6913","RTS","YRTI","Airport"
"6914","FOS","YFRT","Airport"
"6916","KEW","CPV8","Airport"
"6917","YSP","CYSP","Airport"
"6918","YHF","CYHF","Airport"
"6919","YHN","CYHN","Airport"
"6920","YKX","CYKX","Airport"
"6921","YMG","CYMG","Airport"
"6922","YXZ","CYXZ","Airport"
"6923","YEM","CYEM","Airport"
"6927","LWC","KLWC","Airport"
"6941","XMC","YMCO","Airport"
"6942","ULH","OEAO","Airport"
"6956","YUE","YYND","Airport"
"6962","LOP","WADL","Airport"
"6965","ZMH","CZML","Airport"
"6968","HDG","ZBHD","Airport"
"6971","LOZ","KLOZ","Airport"
"6975","WMI","EPMO","Airport"
"6978","JXA","ZYJX","Airport"
"6980","JDG","RKPD","Airport"
"6984","YGM","CYGM","Airport"
"6989","EYK","USHY","Airport"
"6991","RAC","KRAC","Airport"
"6992","RZP","RPSD","Airport"
"7007","TIW","KTIW","Airport"
"7021","GUF","KJKA","Airport"
"7022","IBB","SEII","Airport"
"7029","HMJ","UKLH","Airport"
"7030","HIW","RJBH","Airport"
"7033","KYI","YYTA","Airport"
"7034","HZL","KHZL","Airport"
"7035","CBE","KCBE","Airport"
"7037","WYN","YWYM","Airport"
"7038","YBO","CBW4","Airport"
"7043","KLF","UUBC","Airport"
"7054","LNR","KLNR","Airport"
"7057","JOT","KJOT","Airport"
"7058","VYS","KVYS","Airport"
"7066","OBE","KOBE","Airport"
"7067","SEF","KSEF","Airport"
"7068","AVO","KAVO","Airport"
"7069","GIF","KGIF","Airport"
"7070","ZPH","KZPH","Airport"
"7071","OCF","KOCF","Airport"
"7076","AIK","KAIK","Airport"
"7078","LBT","KLBT","Airport"
"7080","SOP","KSOP","Airport"
"7087","SVH","KSVH","Airport"
"7093","LHV","KLHV","Airport"
"7105","BKL","KBKL","Airport"
"7106","DKK","KDKK","Airport"
"7109","LLY","KVAY","Airport"
"7111","LDJ","KLDJ","Airport"
"7114","ANQ","KANQ","Airport"
"7154","CGX","KCGX","Airport"
"7165","CRE","KCRE","Airport"
"7174","BXO","LSZC","Airport"
"7186","WBW","KWBW","Airport"
"7187","LNN","KLNN","Airport"
"7191","RLK","ZBYZ","Airport"
"7192","FFT","KFFT","Airport"
"7193","LEW","KLEW","Airport"
"7199","NBU","KNBU","Train"
"7202","MRK","KMKY","Airport"
"7205","DRE","KDRM","Airport"
"7207","GDW","KGDW","Airport"
"7214","MFI","KMFI","Airport"
"7215","ISW","KISW","Airport"
"7216","CWI","KCWI","Airport"
"7219","BVY","KBVY","Airport"
"7222","OSF","UUMO","Airport"
"7224","YRQ","CYRQ","Airport"
"7225","POF","KPOF","Airport"
"7228","EOK","KEOK","Airport"
"7230","PSL","EGPT","Airport"
"7243","SOO","ESNY","Airport"
"7245","VNA","VLSV","Airport"
"7256","DKS","UODD","Airport"
"7263","ADY","FAAL","Airport"
"7267","HAO","KHAO","Airport"
"7273","GAS","HKGA","Airport"
"7274","HOA","HKHO","Airport"
"7278","KEY","HKKR","Airport"
"7279","ILU","HKKL","Airport"
"7282","ATJ","FMME","Airport"
"7283","OVA","FMSL","Airport"
"7284","UTS","UUYX","Airport"
"7301","RGK","UNBG","Airport"
"7303","FLD","KFLD","Airport"
"7305","STE","KSTE","Airport"
"7307","MQJ","UEMA","Airport"
"7311","PEF","EDCP","Airport"
"7313","CJN","WI1A","Airport"
"7320","GQQ","KGQQ","Airport"
"7322","TPN","SETI","Airport"
"7323","PTZ","SESM","Airport"
"7324","CKV","KCKV","Airport"
"7332","LPC","KLPC","Airport"
"7333","CTH","KMQS","Airport"
"7334","BST","OABT","Airport"
"7335","LLK","UBBL","Airport"
"7336","GBB","UBBQ","Airport"
"7337","ZTU","UBBY","Airport"
"7338","LKP","KLKP","Airport"
"7340","KDY","UEMH","Airport"
"7341","GYG","UEMM","Airport"
"7342","JIQ","ZUQJ","Airport"
"7345","AOH","KAOH","Airport"
"7346","DSO","ZKSD","Airport"
"7350","SSI","KSSI","Airport"
"7351","BFP","KBVI","Airport"
"7353","GGE","KGGE","Airport"
"7357","RNT","KRNT","Airport"
"7361","CTY","KCTY","Airport"
"7362","CEU","KCEU","Airport"
"7364","BEC","KBEC","Airport"
"7380","GKL","YGKL","Airport"
"7381","RPB","YRRB","Airport"
"7383","IFL","YIFL","Airport"
"7384","JRF","PHJR","Airport"
"7385","BIN","OABN","Airport"
"7386","NBS","ZYBS","Airport"
"7390","RGO","ZKHM","Airport"
"7391","MOO","YOOM","Airport"
"7392","LUZ","EPLB","Airport"
"7393","ECA","K6D9","Airport"
"7400","VAM","VRMV","Airport"
"7405","LLF","ZGLG","Airport"
"7406","LSZ","LDLO","Airport"
"7407","ONS","YOLW","Airport"
"7408","TDR","YTDR","Airport"
"7414","WBU","KBDU","Airport"
"7422","BBJ","EDRB","Airport"
"7424","PAO","KPAO","Airport"
"7426","USR","UEMT","Airport"
"7436","YTY","ZSYA","Airport"
"7437","PTK","KPTK","Airport"
"7440","KSI","GUKU","Airport"
"7448","EEN","KEEN","Airport"
"7449","THQ","ZLTS","Airport"
"7450","VRO","MUKW","Airport"
"7452","GKK","VRMO","Airport"
"7454","RCS","EGTO","Airport"
"7474","RHD","SANR","Airport"
"7478","KMP","FYKT","Airport"
"7481","KGT","ZUKD","Airport"
"7484","VUS","ULWU","Airport"
"7485","IOW","KIOW","Airport"
"7486","TLQ","ZWTP","Airport"
"7495","ANP","KANP","Airport"
"7503","FXO","FQCB","Airport"
"7504","ODO","UIKB","Airport"
"7506","ZTR","UKKV","Airport"
"7509","HRI","VCRI","Airport"
"7510","PEQ","KPEQ","Airport"
"7511","HBG","KHBG","Airport"
"7512","QCJ","SDBK","Airport"
"7514","QSC","SDSC","Airport"
"7518","YKN","KYKN","Airport"
"7519","SES","KSES","Airport"
"7521","XSB","OMBY","Airport"
"7523","ZBM","CZBM","Airport"
"7526","KTI","VDKT","Airport"
"7531","GYU","ZLGY","Airport"
"7534","CNI","ZYCH","Airport"
"7539","JGD","ZYJD","Airport"
"7540","CCL","YCCA","Airport"
"7542","HWD","KHWD","Airport"
"7543","MZP","NZMK","Airport"
"7544","JHQ","YSHR","Airport"
"7549","ARB","KARB","Airport"
"7554","SHT","YSHT","Airport"
"7555","TEM","YTEM","Airport"
"7556","GAH","YGAY","Airport"
"7558","WIO","YWCA","Airport"
"7585","BFJ","ZUBJ","Airport"
"7586","ULK","UERL","Airport"
"7602","KVR","UHWK","Airport"
"7603","IGD","LTCT","Airport"
"7604","GNY","LTCS","Airport"
"7605","KZR","LTBZ","Airport"
"7608","VLU","ULOL","Airport"
"7625","BEO","YPEC","Airport"
"7628","BMP","YBPI","Airport"
"7631","NGZ","KNGZ","Train"
"7648","YCN","CYCN","Airport"
"7649","BJP","SBBP","Airport"
"7650","BQB","YBLN","Airport"
"7651","SEK","UESK","Airport"
"7655","IVR","YIVL","Airport"
"7656","GLI","YGLI","Airport"
"7662","IMM","KIMM","Airport"
"7663","TQQ","WA44","Airport"
"7667","YIC","ZSYC","Airport"
"7680","PTB","KPTB","Airport"
"7686","SBM","KSBM","Airport"
"7692","BJU","VNBR","Airport"
"7700","SAD","KSAD","Airport"
"7706","SLJ","YSOL","Airport"
"7708","KJP","ROKR","Airport"
"7716","EKB","UASB","Airport"
"7724","SIK","KSIK","Airport"
"7733","L52","KL52","Airport"
"7735","TTI","NTTE","Airport"
"7738","GFL","KGFL","Airport"
"7743","MTN","KMTN","Airport"
"7746","FRY","KIZG","Airport"
"7748","NEW","KNEW","Airport"
"7750","BMT","KBMT","Airport"
"7751","DNV","KDNV","Airport"
"7753","COJ","YCBB","Airport"
"7759","TIX","KTIX","Airport"
"7765","BZH","FVBM","Airport"
"7775","UAR","GMFB","Airport"
"7778","NYE","HKNI","Airport"
"7781","1H2","KEFH","Airport"
"7786","FCM","KFCM","Airport"
"7787","LIX","FWLK","Airport"
"7788","OJC","KOJC","Airport"
"7792","EUM","EDHN","Airport"
"7793","TKT","VTPT","Airport"
"7796","YLK","CYLS","Airport"
"7801","YCM","CYSN","Airport"
"7807","YPD","CNK4","Airport"
"7811","MNZ","KHEF","Airport"
"7812","LJN","KLBX","Airport"
"7832","BGG","LTCU","Airport"
"7833","KFS","LTAL","Airport"
"7868","LLV","ZBLL","Airport"
"7870","DCY","ZUDC","Airport"
"7871","GXH","ZLXH","Airport"
"7887","CIY","LICB","Airport"
"7931","KVM","UHMO","Airport"
"7933","ZKP","UESU","Airport"
"7936","UMS","UEMU","Airport"
"7937","ADH","UEEA","Airport"
"7938","OLZ","UEMO","Airport"
"7946","NLT","ZWNL","Airport"
"7947","PTA","PALJ","Airport"
"7948","BOR","LFSQ","Airport"
"7951","OBC","HDOB","Airport"
"7952","TDJ","HDTJ","Airport"
"7953","AQB","MGQC","Airport"
"7954","NOR","BINF","Airport"
"7955","BTZ","LTBE","Airport"
"7957","WAR","WAJR","Airport"
"7959","EWK","KEWK","Airport"
"7962","BSJ","YBNS","Airport"
"7966","FBR","KFBR","Airport"
"7968","CLS","KCLS","Airport"
"7971","EVW","KEVW","Airport"
"7977","MEO","KMQI","Airport"
"7978","AUO","KAUO","Airport"
"8006","ИКУ","UCFL","Airport"
"8010","DBN","KDBN","Airport"
"8034","PUK","NTGQ","Airport"
"8048","CVO","KCVO","Airport"
"8092","PXH","YPMH","Airport"
"8093","CWT","YCWR","Airport"
"8103","OGD","KOGD","Airport"
"8106","AKO","KAKO","Airport"
"8299","WNA","PANA","Airport"
"8304","PKA","PAPK","Airport"
"8311","WSO","SMWS","Airport"
"8319","WKR","MYAW","Airport"
"8321","GFO","SYBT","Airport"
"8323","DYL","KDYL","Airport"
"8328","TGI","SPGM","Airport"
"8329","TJL","SSTL","Airport"
"8330","YZY","ZLZY","Airport"
"8331","OAL","SSKW","Airport"
"8334","MHC","SCPQ","Airport"
"8336","SWO","KSWO","Airport"
"8337","OKM","KOKM","Airport"
"8338","CUH","KCUH","Airport"
"8339","CSM","KCSM","Airport"
"8341","PWA","KPWA","Airport"
"8342","DTN","KDTN","Airport"
"8343","SEP","KSEP","Airport"
"8347","ADT","KADH","Airport"
"8354","IRB","K2F0","Airport"
"8356","YEL","CYEL","Airport"
"8357","IKB","KUKF","Airport"
"8359","DAN","KDAN","Airport"
"8365","ERG","UIKE","Airport"
"8366","HCW","KCQW","Airport"
"8379","BEM","GMMD","Airport"
"8380","NKT","LTCV","Airport"
"8381","SUY","UENS","Airport"
"8384","OUZ","GQPZ","Airport"
"8385","ABB","DNAS","Airport"
"8386","QUO","DNAI","Airport"
"8388","KAA","FLKS","Airport"
"8391","SGX","HTSO","Airport"
"8403","JUH","ZSJH","Airport"
"8405","DQA","ZYDQ","Airport"
"8406","ZYI","ZUZY","Airport"
"8408","LDS","ZYLD","Airport"
"8409","AVA","ZUAS","Airport"
"8410","KSS","GASK","Airport"
"8413","WTB","YBWW","Airport"
"8414","TNH","ZYTN","Airport"
"8417","SZV","ZSSZ","Airport"
"8425","ABU","WATA","Airport"
"8428","LII","WAJM","Airport"
"8430","SAU","WATS","Airport"
"8432","NTI","WASB","Airport"
"8433","WSR","WASW","Airport"
"8434","DTB","WIMN","Airport"
"8446","MEQ","WITC","Airport"
"8447","BUW","WAWB","Airport"
"8448","KAZ","WAMK","Airport"
"8449","MNA","WAMN","Airport"
"8450","SGQ","WRLA","Airport"
"8451","BUU","WIPI","Airport"
"8455","MLK","WRLE","Airport"
"8456","DEK","WX67","Airport"
"8457","ILA","WABL","Airport"
"8458","OKL","WAJO","Airport"
"8459","KOX","WABN","Airport"
"8460","KNY","WZ41","Airport"
"8461","CMQ","YCMT","Airport"
"8462","WMB","YWBL","Airport"
"8464","RCM","YRMD","Airport"
"8495","KNO","WIMM","Airport"
"8497","AMN","KAMN","Airport"
"8577","EMT","KEMT","Airport"
"8617","FAH","OAFR","Airport"
"8621","IXT","VEPG","Airport"
"8629","KRQ","UKCK","Airport"
"8661","SSF","KSSF","Airport"
"8663","JAS","KJAS","Airport"
"8665","MRF","KMRF","Airport"
"8666","ALE","KE38","Airport"
"8669","BQE","GGBU","Airport"
"8673","CZA","MMCT","Airport"
"8675","BUY","YBUN","Airport"
"8676","CCB","KCCB","Airport"
"8681","EKI","KEKM","Airport"
"8687","CUB","KCUB","Airport"
"8690","GDC","KGYH","Airport"
"8692","HVS","KHVS","Airport"
"8694","SZT","MMSC","Airport"
"8696","DU9","CDU9","Airport"
"8701","RIH","MPRH","Airport"
"8704","LEE","KLEE","Airport"
"8712","PPY","SNZA","Airport"
"8713","DIQ","SNDV","Airport"
"8714","EIK","URKE","Airport"
"8715","ERD","UKDB","Airport"
"8716","BWX","WARB","Airport"
"8718","ERL","ZBER","Airport"
"8720","CNO","KCNO","Airport"
"8724","HTR","RORH","Airport"
"8729","BWW","MUBR","Airport"
"8743","PRB","KPRB","Airport"
"8767","PKX","ZBAD","Airport"
"8852","YON","VQTY","Airport"
"8918","HAF","KHAF","Airport"
"8921","HCJ","ZGHC","Airport"
"8936","CJF","YCWA","Airport"
"9102","GUZ","SNGA","Airport"
"9103","UBT","SDUB","Airport"
"9176","BOX","YBRL","Airport"
"9309","QUG","EGHR","Airport"
"9349","FEC","SBFE","Airport"
"9350","TNW","SEJD","Airport"
"9480","YWO","CYWO","Airport"
"9492","PZL","FADQ","Airport"
"9495","LPF","ZUPS","Airport"
"9496","KJH","ZUKJ","Airport"
"9497","HPG","ZHSN","Airport"
"9498","ZQZ","ZBZJ","Airport"
"9499","YIE","ZBES","Airport"
"9500","HNY","ZGHY","Airport"
"9501","AHJ","ZUHY","Airport"
"9507","WOS","ZKWS","Airport"
"9510","IGT","URMS","Airport"
"9562","ASN","KASN","Airport"
"9563","GMU","KGMU","Airport"
"9567","NGD","TUPA","Airport"
"9568","TOI","KTOI","Airport"
"9570","ETS","KEDN","Airport"
"9576","EFG","AYEF","Airport"
"9577","KGW","AYKQ","Airport"
"9578","NDN","AYNC","Airport"
"9579","BNM","AYBD","Airport"
"9588","PKT","YPKT","Airport"
"9589","GPN","YGPT","Airport"
"9609","DOH","OTHH","Airport"
"9611","HZP","CYNR","Airport"
"9629","PTT","KPTT","Airport"
"9634","CBF","KCBF","Airport"
"9635","OKK","KOKK","Airport"
"9640","GBG","KGBG","Airport"
"9642","GUY","KGUY","Airport"
"9648","IDP","KIDP","Airport"
"9652","BBC","KBYY","Airport"
"9654","CFV","KCFV","Airport"
"9656","GXY","KGXY","Airport"
"9658","OEL","UUOR","Airport"
"9659","FET","KFET","Airport"
"9660","LGD","KLGD","Airport"
"9661","SZY","EPSY","Airport"
"9668","MPO","KMPO","Airport"
"9669","UKT","KUKT","Airport"
"9683","NRW","KNRW","Airport"
"9685","YBA","CYBA","Airport"
"9689","BNG","KBNG","Airport"
"9692","OFK","KOFK","Airport"
"9703","TFL","SNTO","Airport"
"9711","TPF","KTPF","Airport"
"9734","BZC","SBBZ","Airport"
"9736","ITP","SDUN","Airport"
"9738","REZ","SDRS","Airport"
"9752","KBN","FZWT","Airport"
"9753","IKL","FZGV","Airport"
"9756","AIR","SWRP","Airport"
"9757","JRN","SWJU","Airport"
"9758","JIA","SWJN","Airport"
"9759","VLP","SWVC","Airport"
"9760","JUA","SIZX","Airport"
"9761","CCX","SWKC","Airport"
"9763","TGQ","SWTS","Airport"
"9764","CQA","SWEK","Airport"
"9765","MTG","SWVB","Airport"
"9766","BMB","FZFU","Airport"
"9768","APQ","SNAL","Airport"
"9769","FLB","SNQG","Airport"
"9770","PCS","SNPC","Airport"
"9787","BNC","FZNP","Airport"
"9788","BNB","FZGN","Airport"
"9801","MTP","KMTP","Airport"
"9813","VPZ","KVPZ","Airport"
"9815","DRV","VRMD","Airport"
"9816","SXK","WAPI","Airport"
"9826","MLZ","SUMO","Airport"
"9827","PDU","SUPU","Airport"
"9828","ATI","SUAG","Airport"
"9831","HSM","YHSM","Airport"
"9832","SWH","YSWH","Airport"
"9848","KOO","FZRQ","Airport"
"9849","AOU","VLAP","Airport"
"9853","SQX","SSOE","Airport"
"9857","LDM","KLDM","Airport"
"9870","RHV","KRHV","Airport"
"9886","OHS","OOSH","Airport"
"9889","KCF","OPKW","Airport"
"9890","RZS","OPSW","Airport"
"9911","TMF","VRNT","Airport"
"9912","IFU","VREI","Airport"
"9913","KZF","AYKT","Airport"
"9914","OGU","LTCB","Airport"
"9915","YKO","LTCW","Airport"
"9947","BUT","VQBT","Airport"
"9959","TLI","WAMI","Airport"
"9994","TQL","USDS","Airport"
"10031","JIC","ZLJC","Airport"
"10057","FYN","ZWFY","Airport"
"10082","ACS","UNKS","Airport"
"10103","LFQ","ZBLF","Airport"
"10141","YJP","CEC4","Airport"
"10196","WVI","KWVI","Airport"
"10202","GLU","VQGP","Airport"
"10206","HLI","KCVH","Airport"
"10216","DLK","YDLK","Airport"
"10260","YBS","CKM8","Airport"
"10271","RIZ","ZSRZ","Airport"
"10272","SQJ","ZSSM","Airport"
"10275","XTO","YTAM","Airport"
"10280","YSE","CYSE","Airport"
"10301","YAH","CYAH","Airport"
"10302","YAL","CYAL","Airport"
"10308","YCQ","CYCQ","Airport"
"10309","XRR","CYDM","Airport"
"10310","YDO","CYDO","Airport"
"10311","YEY","CYEY","Airport"
"10313","YHE","CYHE","Airport"
"10314","YHT","CYHT","Airport"
"10315","YDG","CYID","Airport"
"10316","YJF","CYJF","Airport"
"10317","YKJ","CYKJ","Airport"
"10318","YLR","CYLR","Airport"
"10319","YME","CYME","Airport"
"10320","YML","CYML","Airport"
"10322","YOS","CYOS","Airport"
"10323","YPS","CYPD","Airport"
"10324","YQS","CYQS","Airport"
"10325","YRO","CYRO","Airport"
"10327","YSH","CYSH","Airport"
"10328","YSL","CYSL","Airport"
"10330","YVE","CYVK","Airport"
"10331","YXQ","CYXQ","Airport"
"10332","YSN","CZAM","Airport"
"10333","KES","CZEE","Airport"
"10334","XPK","CZFG","Airport"
"10335","ZGF","CZGF","Airport"
"10336","ZJG","CZJG","Airport"
"10337","YTD","CZLQ","Airport"
"10338","PIW","CZMN","Airport"
"10339","XPP","CZNG","Airport"
"10340","WPC","CZPC","Airport"
"10341","ZST","CZST","Airport"
"10342","ZUC","CZUC","Airport"
"10343","FNB","EDBN","Airport"
"10357","DGP","EVDA","Airport"
"10361","LMR","FALC","Airport"
"10362","SXN","FBSN","Airport"
"10364","NDD","FNSU","Airport"
"10365","MAI","FWMG","Airport"
"10366","ADI","FYAR","Airport"
"10371","MWE","HSMN","Airport"
"10372","ALN","KALN","Airport"
"10374","CLU","KBAK","Airport"
"10376","BIH","KBIH","Airport"
"10377","BKE","KBKE","Airport"
"10379","WMH","KBPK","Airport"
"10380","BTL","KBTL","Airport"
"10381","BYI","KBYI","Airport"
"10382","CCY","KCCY","Airport"
"10383","CNU","KCNU","Airport"
"10384","CRG","KCRG","Airport"
"10387","DAG","KDAG","Airport"
"10388","DMN","KDMN","Airport"
"10389","DRA","KDRA","Airport"
"10390","EED","KEED","Airport"
"10394","HYR","KHYR","Airport"
"10395","JCT","KJCT","Airport"
"10398","MBG","KMBG","Airport"
"10399","MCB","KMCB","Airport"
"10400","MDH","KMDH","Airport"
"10402","NHZ","KNHZ","Airport"
"10404","OGB","KOGB","Airport"
"10406","OTM","KOTM","Airport"
"10409","POU","KPOU","Airport"
"10411","RSL","KRSL","Airport"
"10412","RWF","KRWF","Airport"
"10413","SNS","KSNS","Airport"
"10416","TPH","KTPH","Airport"
"10418","UKI","KUKI","Airport"
"10419","UOX","KUOX","Airport"
"10420","HTV","KUTS","Airport"
"10422","WMC","KWMC","Airport"
"10423","WWR","KWWR","Airport"
"10426","ZZV","KZZV","Airport"
"10436","ECV","LECU","Airport"
"10437","CDT","LEDS","Airport"
"10438","TEV","LETL","Airport"
"10453","RUV","MGRB","Airport"
"10455","UPL","MRUP","Airport"
"10456","QSN","MUNB","Airport"
"10458","DWD","OEDM","Airport"
"10461","KNR","OIBJ","Airport"
"10463","PYK","OIIP","Airport"
"10471","RQW","ORQW","Airport"
"10476","ENN","PANN","Airport"
"10477","WWA","PAWS","Airport"
"10480","IWK","RJOI","Train"
"10483","IEJ","RORE","Airport"
"10484","AAV","RPMA","Airport"
"10485","BPH","RPMF","Airport"
"10486","MXI","RPMQ","Airport"
"10488","BAT","SBBT","Airport"
"10489","QHP","SBTA","Airport"
"10490","TOQ","SCBE","Airport"
"10492","CNR","SCRA","Airport"
"10493","TLX","SCTL","Airport"
"10494","ZIC","SCTO","Airport"
"10495","TTC","SCTT","Airport"
"10497","CVE","SKCV","Airport"
"10499","PZA","SKPZ","Airport"
"10503","RIJ","SPJA","Airport"
"10504","JAE","SPJE","Airport"
"10506","IKU","UAFL","Airport"
"10511","VYI","UENW","Airport"
"10512","BGN","UESG","Airport"
"10515","GVN","UHKM","Airport"
"10520","NLI","UHNN","Airport"
"10542","VLK","URRY","Airport"
"10547","INA","UUYI","Airport"
"10550","ZIX","UWKV","Airport"
"10554","RTC","VARG","Airport"
"10556","RDP","VEDG","Airport"
"10560","PUT","VOPN","Airport"
"10567","LNX","XUBS","Airport"
"10569","ABH","YAPH","Airport"
"10570","ARY","YARA","Airport"
"10571","BLN","YBLA","Airport"
"10572","BZD","YBRN","Airport"
"10573","BWQ","YBRW","Airport"
"10574","CVC","YCEE","Airport"
"10575","CWW","YCOR","Airport"
"10576","CYG","YCRG","Airport"
"10577","CMD","YCTM","Airport"
"10578","DRN","YDBI","Airport"
"10579","DNQ","YDLQ","Airport"
"10580","DYA","YDYS","Airport"
"10581","ECH","YECH","Airport"
"10582","FRB","YFBS","Airport"
"10583","GUH","YGDH","Airport"
"10584","HXX","YHAY","Airport"
"10585","HTU","YHPN","Airport"
"10586","KRA","YKER","Airport"
"10587","KPS","YKMP","Airport"
"10588","KGY","YKRY","Airport"
"10589","TGN","YLTV","Airport"
"10590","MRG","YMBA","Airport"
"10591","RPM","YNGU","Airport"
"10592","QRM","YNRM","Airport"
"10593","PPI","YPIR","Airport"
"10594","SIO","YSMI","Airport"
"10595","SNB","YSNB","Airport"
"10596","SWC","YSWL","Airport"
"10597","TYB","YTIB","Airport"
"10598","TUM","YTMU","Airport"
"10599","WGT","YWGT","Airport"
"10600","WKB","YWKB","Airport"
